iter	Logloss
147	0.3987037595
148	0.3981432572
149	0.3977054961
150	0.397088037
151	0.3965845619
152	0.3963362053
153	0.3963012479
154	0.3961169142
155	0.3957253621
156	0.3954493572
157	0.3950971186
158	0.3948367356
159	0.3948315365
160	0.3948041158
161	0.3947992347
162	0.3946765943
163	0.3944879247
164	0.3940434865
165	0.3936084531
166	0.3935800467
167	0.3933678336
168	0.3931399451
169	0.3931210552
170	0.3925506579
171	0.3922739312
172	0.3921589931
173	0.3913265307
174	0.3913231396
175	0.3913054769
176	0.3912054558
177	0.3909568396
178	0.3906030499
179	0.3904533525
180	0.3899746315
181	0.3896878736
182	0.3894923785
183	0.3886951725
184	0.3885888741
185	0.3883775865
186	0.3881007373
187	0.3880064524
188	0.3877815664
189	0.3873143666
190	0.3870421326
191	0.3869827642
192	0.3867426808
193	0.3867282503
194	0.3865730661
195	0.386545041
196	0.3862810568
197	0.3861372463
198	0.3859851098
199	0.3857807756
200	0.3853631216
201	0.3848031764
202	0.3847275414
203	0.3845648499
204	0.384301284
205	0.3835492479
206	0.3834762014
207	0.3834725759
208	0.3833800202
209	0.3831545243
210	0.3828225209
211	0.3828001895
212	0.3827499155
213	0.3825003635
214	0.3822819038
215	0.3816998612
216	0.3815731498
217	0.3813593002
218	0.3811039566
219	0.380624383
220	0.3803211374
221	0.3800454169
222	0.3798253312
223	0.3798248463
224	0.3798243617
225	0.3795188275
226	0.3792398443
227	0.3790235622
228	0.3786407485
229	0.3779166743
230	0.3778546208
231	0.3775705991
232	0.377194241
233	0.3770067978
234	0.3763300457
235	0.3761212806
236	0.3758546883
237	0.3758518853
238	0.3746845571
239	0.3745712065
240	0.3738615546
241	0.3735795721
242	0.373445719
243	0.3732981677
244	0.3731889181
245	0.3731549723
246	0.3730687783
247	0.3730534624
248	0.3730511776
249	0.3728419525
250	0.3726920244
251	0.3722606916
252	0.3721155709
253	0.3720426352
254	0.3716723168
255	0.371259331
256	0.3711047541
257	0.3707320119
258	0.3706625489
259	0.3706472782
260	0.3703812504
261	0.3702845793
262	0.3701733183
263	0.3700866239
264	0.3700610026
265	0.3700609428
266	0.3695329718
267	0.369007712
268	0.3690069251
269	0.3689807987
270	0.3688509097
271	0.3685849026
272	0.3685694884
273	0.3684927256
274	0.3684738476
275	0.3679532098
276	0.367740818
277	0.3676283539
278	0.3672681081
279	0.3670975699
280	0.3669921588
281	0.3666941446
282	0.3665279292
283	0.3663762244
284	0.3663469849
285	0.3662957093
286	0.3661201599
287	0.366014762
288	0.3658447822
289	0.3653082975
290	0.3651633432
291	0.3649081741
292	0.3647688434
293	0.3644777464
294	0.364184387
295	0.3640623725
296	0.363823691
297	0.3637959019
298	0.3637521455
299	0.3634673571
300	0.3634203067
301	0.3632061052
302	0.3629418985
303	0.362844126
304	0.362833208
305	0.3628036369
306	0.362770807
307	0.3627473507
308	0.362668958
309	0.3625760657
310	0.3624484338
311	0.3622720123
312	0.3621097647
313	0.3618963806
314	0.3618286385
315	0.3616908505
316	0.3615906577
317	0.3615172129
318	0.3612351265
319	0.3608714265
320	0.3607749467
321	0.3603908033
322	0.3600486979
323	0.3595888416
324	0.359384166
325	0.3593683138
326	0.3592721324
327	0.3586505987
328	0.3586083295
329	0.3585980515
330	0.3585816672
331	0.3585004868
332	0.3583392709
333	0.3580567057
334	0.3578499914
335	0.3578032235
336	0.3576412481
337	0.3575533832
338	0.3575238256
339	0.3573611555
340	0.3570062895
341	0.3566965913
342	0.356676488
343	0.3566286749
344	0.3565442469
345	0.3565244465
346	0.3565180891
347	0.3561145478
348	0.3559583686
349	0.3558379161
350	0.3554841722
351	0.3553899968
352	0.3553044227
353	0.3551661245
354	0.3548475997
355	0.3547318897
356	0.3546412568
357	0.3545561361
358	0.3542978751
359	0.3542544441
360	0.3541939516
361	0.3538633522
362	0.3535456894
363	0.3532849298
364	0.3530051986
365	0.3526964926
366	0.3526635913
367	0.352442085
368	0.3522903618
369	0.352230984
370	0.351986768
371	0.351747277
372	0.3517472683
373	0.3515676506
374	0.351537961
375	0.3515054842
376	0.3513818694
377	0.351048391
378	0.3510372478
379	0.3509898717
380	0.3503715795
381	0.3500230091
382	0.3499086394
383	0.3498073058
384	0.3497662161
385	0.3495017899
386	0.3493206908
387	0.3492543215
388	0.3491688869
389	0.3491163737
390	0.3490892319
391	0.3485146089
392	0.3481996151
393	0.3480076641
394	0.347727233
395	0.347512362
396	0.3475123441
397	0.3474951067
398	0.3474286894
399	0.3468837711
400	0.3465822687
401	0.3465654536
402	0.3464419994
403	0.3460610509
404	0.3459744997
405	0.3456114813
406	0.3453442676
407	0.3452481491
408	0.3452461511
409	0.3450812855
410	0.3448787023
411	0.3446251139
412	0.3443619887
413	0.3442759361
414	0.3441334452
415	0.3439746252
416	0.3435621017
417	0.3432850751
418	0.3432211336
419	0.3430895461
420	0.3430495774
421	0.342855973
422	0.3428314397
423	0.3425989095
424	0.3424322769
425	0.3423507801
426	0.3419652829
427	0.3415595449
428	0.3415291563
429	0.3415139307
430	0.341209572
431	0.3411922861
432	0.3411755233
433	0.3409164933
434	0.3408997707
435	0.3405927408
436	0.3401878551
437	0.3400526113
438	0.3399219801
439	0.3396144936
440	0.3393389147
441	0.3389260285
442	0.3387374003
443	0.3387369475
444	0.3384217908
445	0.3383040861
446	0.3379417604
447	0.3378482135
448	0.3375498679
449	0.3374159985
450	0.3372736107
451	0.3369676305
452	0.3369586926
453	0.3368840009
454	0.3368626137
455	0.3368082195
456	0.3366992841
457	0.3366191908
458	0.3363255885
459	0.335922663
460	0.3357102848
461	0.3354337052
462	0.3353276357
463	0.3348406275
464	0.3347388334
465	0.3347242997
466	0.3345098526
467	0.3340007512
468	0.3338105954
469	0.333639168
470	0.3335858631
471	0.3333978909
472	0.3329386927
473	0.3325852704
474	0.332353687
475	0.3323418281
476	0.332112498
477	0.3320153399
478	0.331953589
479	0.3316442599
480	0.3315982251
481	0.3313600046
482	0.3312804473
483	0.3310519278
484	0.3307168927
485	0.3303960749
486	0.3302731811
487	0.3301555104
488	0.329930804
489	0.3295371537
490	0.329514227
491	0.3294121424
492	0.329309686
493	0.3291684677
494	0.3291462307
495	0.3290747874
496	0.3290118828
497	0.3288048508
498	0.3287940618
499	0.3285036251
500	0.3283663842
501	0.3281993927
502	0.3279381324
503	0.3277181545
504	0.3273343253
505	0.3272063728
506	0.3270019527
507	0.3268664039
508	0.3267720979
509	0.3266792328
510	0.3265067545
511	0.3262234077
512	0.3262130083
513	0.3260660989
514	0.3259582287
515	0.3258506572
516	0.3258276038
517	0.3254247794
518	0.3253918443
519	0.3251824002
520	0.324911825
521	0.3248772804
522	0.3247395096
523	0.3245192022
524	0.3244038455
525	0.3242687192
526	0.3240494435
527	0.3239135634
528	0.3237223409
529	0.323588945
530	0.3233746859
531	0.3231937368
532	0.3231518805
533	0.3229878344
534	0.3229045672
535	0.322578994
536	0.3224892657
537	0.3223575962
538	0.322349016
539	0.3221586509
540	0.3218429195
541	0.3218082492
542	0.3216672266
543	0.321272712
544	0.3211655413
545	0.3209965755
546	0.3209418962
547	0.3208155697
548	0.3207771017
549	0.3206520226
550	0.3204491136
551	0.320310726
552	0.3200553388
553	0.3196607421
554	0.3196312027
555	0.3192679107
556	0.3191940511
557	0.3191072257
558	0.3190207896
559	0.3188592532
560	0.3188390691
561	0.318754481
562	0.3186780611
563	0.3184011377
564	0.3182001976
565	0.3178450696
566	0.3177804148
567	0.317732958
568	0.3175438672
569	0.3173787919
570	0.3170416959
571	0.3169649478
572	0.3168585916
573	0.3166978555
574	0.3165750637
575	0.3165106454
576	0.316460621
577	0.3163360957
578	0.3162194918
579	0.3160278548
580	0.315831041
581	0.3155618834
582	0.3155351565
583	0.3151864126
584	0.3150661251
585	0.3148873583
586	0.3147479047
587	0.3143724724
588	0.3141256664
589	0.3140954486
590	0.3135455448
591	0.3133189125
592	0.313117395
593	0.3130190489
594	0.3127821494
595	0.3127327184
596	0.312446717
597	0.312365279
598	0.3121784564
599	0.3120366656
600	0.3118134543
601	0.3117631864
602	0.31157742
603	0.3115011948
604	0.3113807291
605	0.3113262636
606	0.3112355401
607	0.3110598877
608	0.3109046237
609	0.3108505772
610	0.3107167599
611	0.3100837912
612	0.3100131559
613	0.3098392507
614	0.309442084
615	0.3090890721
616	0.3089965952
617	0.3089451958
618	0.3086778327
619	0.3083150112
620	0.30830484
621	0.3080190354
622	0.3076730882
623	0.3074284817
624	0.3072259049
625	0.307130271
626	0.3069711685
627	0.306912963
628	0.3066728764
629	0.3065119637
630	0.3059084948
631	0.3057015649
632	0.3055351861
633	0.3054063596
634	0.3053713735
635	0.3051821338
636	0.3051783351
637	0.3049609512
638	0.3048708512
639	0.3047746949
640	0.3047199503
641	0.3045433977
642	0.3044374353
643	0.3037750103
644	0.3032496989
645	0.3030794756
646	0.3030583655
647	0.302989077
648	0.3026703951
649	0.3022216093
650	0.3017917618
651	0.3016947209
652	0.3011224842
653	0.3006176993
654	0.3005395852
655	0.3003038929
656	0.3000211463
657	0.2999858917
658	0.2996671798
659	0.2990583673
660	0.2984471602
661	0.298116979
662	0.2977541274
663	0.2975270126
664	0.2973316664
665	0.2972212828
666	0.2971523966
667	0.2968191786
668	0.2967998449
669	0.2964240765
670	0.2961441244
671	0.2960889121
672	0.2960473456
673	0.2959470532
674	0.2957380029
675	0.2954522878
676	0.2952102158
677	0.295069702
678	0.2949927861
679	0.2947286563
680	0.2945367988
681	0.2944416753
682	0.2939245787
683	0.2937370008
684	0.2934463162
685	0.292989293
686	0.2926449893
687	0.2925304423
688	0.292349387
689	0.2920388002
690	0.2919500229
691	0.2918843017
692	0.2917723115
693	0.2913904101
694	0.2910958676
695	0.2910821012
696	0.2909717317
697	0.2903833165
698	0.2902144886
699	0.2899933918
700	0.28960844
701	0.2893289968
702	0.2890406756
703	0.288904929
704	0.2888543648
705	0.2887949221
706	0.288485737
707	0.2880896248
708	0.2879593175
709	0.2875243017
710	0.2873946821
711	0.2871865143
712	0.2869928901
713	0.2868168664
714	0.2866747409
715	0.2865106107
716	0.286312973
717	0.2862729877
718	0.2862207486
719	0.2861329145
720	0.2860247868
721	0.2859925108
722	0.2857979368
723	0.2856958189
724	0.2855603267
725	0.2853803941
726	0.2852345868
727	0.2852228112
728	0.28518782
729	0.2849182329
730	0.2845776229
731	0.2845117397
732	0.2842629211
733	0.2840522933
734	0.2836430121
735	0.2833783047
736	0.2832670054
737	0.283254286
738	0.2827846989
739	0.2826470904
740	0.2823100515
741	0.2820362988
742	0.2818583358
743	0.2818341749
744	0.281340613
745	0.2810532294
746	0.2809176279
747	0.2807000594
748	0.2804493861
749	0.280107758
750	0.2799407952
751	0.2795775728
752	0.2792775682
753	0.2792074374
754	0.2790094195
755	0.278961313
756	0.2788104896
757	0.278616441
758	0.2783480017
759	0.2781395928
760	0.2781074753
761	0.2778504403
762	0.2777733076
763	0.2775163051
764	0.2774704455
765	0.2771769932
766	0.2768656864
767	0.27676561
768	0.2767178092
769	0.2766581638
770	0.2766267175
771	0.2762327264
772	0.2759589115
773	0.2759118995
774	0.2756820638
775	0.2756336195
776	0.2755681808
777	0.2755162742
778	0.2752422534
779	0.2751956309
780	0.2749748158
781	0.2748932501
782	0.2746125171
783	0.2743631259
784	0.2742288508
785	0.2741527839
786	0.2738839728
787	0.2736589959
788	0.2736518475
789	0.2735956174
790	0.2735636586
791	0.2732524885
792	0.2730138913
793	0.2727317332
794	0.2724938855
795	0.2724382158
796	0.2724205466
797	0.2723198381
798	0.2722967762
799	0.2722521397
800	0.2721488891
801	0.2719222788
802	0.2718071211
803	0.2716655554
804	0.2715377855
805	0.2714330739
806	0.2713612278
807	0.2712373453
808	0.2710811052
809	0.2710044923
810	0.2709007056
811	0.2704161784
812	0.2701536545
813	0.2699755316
814	0.2699117481
815	0.2697568661
816	0.2694266676
817	0.2693802846
818	0.2692789472
819	0.2690546242
820	0.2689577422
821	0.2689080578
822	0.2686837129
823	0.2686464491
824	0.2682407462
825	0.2680382269
826	0.2678284186
827	0.2675897281
828	0.2673954019
829	0.267354603
830	0.2670143368
831	0.2665129226
832	0.2662889699
833	0.26614214
834	0.2657079782
835	0.2653836576
836	0.2652212987
837	0.2650478987
838	0.2649446779
839	0.2647966878
840	0.2647006699
841	0.2644906658
842	0.2642565455
843	0.2642045297
844	0.2639629347
845	0.263845405
846	0.2636909542
847	0.2636291696
848	0.2635610475
849	0.2632628031
850	0.2631243044
851	0.2629624694
852	0.2629027228
853	0.2627825647
854	0.2626397099
855	0.2626147711
856	0.262603556
857	0.2625868385
858	0.2625631629
859	0.2625177224
860	0.2622154252
861	0.262109941
862	0.2620583229
863	0.2619246716
864	0.2618413655
865	0.261760291
866	0.261596864
867	0.2614921925
868	0.2614419645
869	0.2614285864
870	0.2613257499
871	0.2609531206
872	0.2608817846
873	0.2608132751
874	0.2605678138
875	0.2604865005
876	0.2600856238
877	0.2600301323
878	0.2599889036
879	0.2597712785
880	0.2596523003
881	0.2595179571
882	0.2594850683
883	0.2594427975
884	0.2594316764
885	0.2591573398
886	0.2591161792
887	0.2590790582
888	0.2590757459
889	0.2590161233
890	0.2589246382
891	0.2587587769
892	0.2586177929
893	0.258519368
894	0.2583085022
895	0.2581417674
896	0.2581262905
897	0.2578614551
898	0.257663195
899	0.257503443
900	0.257275074
901	0.2572027591
902	0.2571898131
903	0.2570567852
904	0.2569574564
905	0.2567175387
906	0.256664552
907	0.2566147476
908	0.2565622887
909	0.2562477926
910	0.2561973747
911	0.2561064952
912	0.2560343621
913	0.2558972411
914	0.2558327278
915	0.2558126403
916	0.2557968795
917	0.2557205932
918	0.2556849669
919	0.2552583686
920	0.2551442808
921	0.2550805491
922	0.2550589438
923	0.2549225284
924	0.2549155703
925	0.2546539531
926	0.2544727728
927	0.2544032381
928	0.2543618538
929	0.2542045021
930	0.2540060302
931	0.2539738272
932	0.2538025657
933	0.2536325257
934	0.2533494441
935	0.2532721572
936	0.2530880475
937	0.2530332887
938	0.2528589052
939	0.2528267289
940	0.2524922107
941	0.2522050557
942	0.2519837404
943	0.2517843722
944	0.2517596833
945	0.2516706644
946	0.2515664119
947	0.2513421162
948	0.2513200714
949	0.2512898092
950	0.2511727941
951	0.2511152283
952	0.25095159
953	0.2507653379
954	0.2507265836
955	0.2506901428
956	0.2505233869
957	0.2504741039
958	0.2503668658
959	0.2502949776
960	0.2500926712
961	0.2499381282
962	0.249711432
963	0.2495740017
964	0.249429885
965	0.24939243
966	0.2491410778
967	0.2488798748
968	0.2487376719
969	0.2486317435
970	0.2483998095
971	0.2482166359
972	0.24818885
973	0.2480201495
974	0.2478976519
975	0.2477055219
976	0.2476521081
977	0.247526254
978	0.2473871877
979	0.2473003457
980	0.2472624143
981	0.247071219
982	0.246647422
983	0.2465425299
984	0.2464897483
985	0.2464256712
986	0.2462201195
987	0.2461732923
988	0.2460204183
989	0.2458974869
990	0.2458004215
991	0.2456881652
992	0.2455846802
993	0.2454256616
994	0.2454008272
995	0.2453196849
996	0.2452642428
997	0.2452503989
998	0.2451742948
999	0.2447942761
